x;t;U;Lx;β;δ;v;Q;ΔT;μ
0.5;20.0;10.0;128.0;100.0;0.0;Dict("m" => 0.005602088494051994);Dict("m" => 0.7396723007106754);0.021513498;0.0
0.5;20.0;10.0;128.0;100.0;0.05;Dict("m" => 9.189786268056066e-6);Dict("m" => 0.6916936709630472);1.161427979;3.652360541930676
0.5;20.0;10.0;128.0;100.0;0.1;Dict("m" => 4.499441676640371e-6);Dict("m" => 0.5738567844087189);1.135473167;8.629146505164602
0.5;20.0;10.0;128.0;100.0;0.15;Dict("m" => 3.3378171486330627e-6);Dict("m" => 0.6303528180598895);1.09154155;14.430985202071367
0.5;20.0;10.0;128.0;100.0;0.2;Dict("m" => 1.9612249664985976e-6);Dict("m" => 0.5248887249340187);1.256197712;21.15885411055261
0.5;20.0;10.0;128.0;100.0;0.25;Dict("m" => 2.3336835721421917e-6);Dict("m" => 0.8775439427870052);1.350651418;28.718629496124628
0.5;20.0;10.0;128.0;100.0;0.3;Dict("m" => 1.6889406064742111e-6);Dict("m" => 0.9072413513972125);1.506734031;37.287447009516
0.5;20.0;10.0;128.0;100.0;0.35;Dict("m" => 8.042138575239788e-7);Dict("m" => 0.6470695956850776);1.437591888;46.67130300184136
0.5;20.0;10.0;128.0;100.0;0.4;Dict("m" => 4.732946811732981e-7);Dict("m" => 0.6334317755531488);1.964750626;56.71676113288546
0.5;20.0;10.0;128.0;100.0;0.45;Dict("m" => 2.842429942537108e-7);Dict("m" => 0.8352663870755515);1.28362718;67.90596547867516
1.0;10.0;10.0;128.0;100.0;0.0;Dict("m" => 0.009184098662632588);Dict("m" => 0.8108816024429872);0.047800784;0.0
1.0;10.0;10.0;128.0;100.0;0.05;Dict("m" => 2.5303735402988185e-5);Dict("m" => 0.8257287729307821);1.278418433;1.8282525086479602
1.0;10.0;10.0;128.0;100.0;0.1;Dict("m" => 1.1000941543351507e-5);Dict("m" => 0.6465217568272217);1.048332955;4.306517642444685
1.0;10.0;10.0;128.0;100.0;0.15;Dict("m" => 1.0171545861036754e-5);Dict("m" => 0.9095977112437672);1.167092793;7.216810130754595
1.0;10.0;10.0;128.0;100.0;0.2;Dict("m" => 5.453067894321791e-6);Dict("m" => 0.7024441799149792);1.166555376;10.57502511339614
1.0;10.0;10.0;128.0;100.0;0.25;Dict("m" => 4.707127495828295e-6);Dict("m" => 0.8614835642930481);1.081485074;14.360005219355742
1.0;10.0;10.0;128.0;100.0;0.3;Dict("m" => 2.30491754082237e-6);Dict("m" => 0.6075364801852793);1.233682031;18.645464238472677
1.0;10.0;10.0;128.0;100.0;0.35;Dict("m" => 2.344286793139483e-6);Dict("m" => 0.9313833149368459);1.179637941;23.33352423875122
1.0;10.0;10.0;128.0;100.0;0.4;Dict("m" => 1.0130594263766617e-6);Dict("m" => 0.6728461305646125);1.44089484;28.358261145967198
1.0;10.0;10.0;128.0;100.0;0.45;Dict("m" => 6.515373505896949e-7);Dict("m" => 0.9540335004092468);1.546005645;33.95494181223415
1.5;6.666666666666667;10.0;128.0;100.0;0.0;Dict("m" => 0.016845876161621795);Dict("m" => 0.9795371226727773);0.057547293;0.0
1.5;6.666666666666667;10.0;128.0;100.0;0.05;Dict("m" => 3.884000753252728e-5);Dict("m" => 0.7154622587169565);1.440714733;1.2190077909900872
1.5;6.666666666666667;10.0;128.0;100.0;0.1;Dict("m" => 2.6573352727458218e-5);Dict("m" => 0.9525545861499581);1.054190999;2.8662074095464316
1.5;6.666666666666667;10.0;128.0;100.0;0.15;Dict("m" => 1.4272428724316727e-5);Dict("m" => 0.8033049314518221);1.262802785;4.8123416201617495
1.5;6.666666666666667;10.0;128.0;100.0;0.2;Dict("m" => 9.870934827896483e-6);Dict("m" => 0.8147863930806045);1.209794185;7.048179438108576
1.5;6.666666666666667;10.0;128.0;100.0;0.25;Dict("m" => 5.197089084251452e-6);Dict("m" => 0.6167789386784452);1.172417451;9.571901515375515
1.5;6.666666666666667;10.0;128.0;100.0;0.3;Dict("m" => 3.4212766758231724e-6);Dict("m" => 0.5897882558158848);1.306980252;12.432321384354516
1.5;6.666666666666667;10.0;128.0;100.0;0.35;Dict("m" => 3.4838014973413266e-6);Dict("m" => 0.9111273750338392);1.290361977;15.554102137639504
1.5;6.666666666666667;10.0;128.0;100.0;0.4;Dict("m" => 1.5441110682436633e-6);Dict("m" => 0.6785566011769982);1.354956872;18.907088942973612
1.5;6.666666666666667;10.0;128.0;100.0;0.45;Dict("m" => 8.287265446419239e-7);Dict("m" => 0.8062290278329588);1.314922605;22.639251109946457
2.0;5.0;10.0;128.0;100.0;0.0;Dict("m" => 0.03021392226408841);Dict("m" => 0.8960868167945043);0.073671081;0.0
2.0;5.0;10.0;128.0;100.0;0.05;Dict("m" => 7.093942160748507e-5);Dict("m" => 0.8026442240276987);1.943494012;0.9140578384905053
2.0;5.0;10.0;128.0;100.0;0.1;Dict("m" => 3.337095887324873e-5);Dict("m" => 0.8137308976555659);1.260730212;2.1470221802672356
2.0;5.0;10.0;128.0;100.0;0.15;Dict("m" => 1.8616658124485023e-5);Dict("m" => 0.7393166577374717);1.275358601;3.610116319223163
2.0;5.0;10.0;128.0;100.0;0.2;Dict("m" => 1.3551595765353595e-5);Dict("m" => 0.8050700991624062);1.19689103;5.285287514654309
2.0;5.0;10.0;128.0;100.0;0.25;Dict("m" => 7.10738981627661e-6);Dict("m" => 0.6148473727549012);1.220507589;7.177708246942746
2.0;5.0;10.0;128.0;100.0;0.3;Dict("m" => 6.13813321877109e-6);Dict("m" => 0.7782608546145772);1.192539456;9.325839261471925
2.0;5.0;10.0;128.0;100.0;0.35;Dict("m" => 3.3943076106329336e-6);Dict("m" => 0.6573048426863645);1.083937242;11.664334925796172
2.0;5.0;10.0;128.0;100.0;0.4;Dict("m" => 2.331855117946258e-6);Dict("m" => 0.7627166675415276);1.646529296;14.181983358111507
2.0;5.0;10.0;128.0;100.0;0.45;Dict("m" => 1.2222845710022484e-6);Dict("m" => 0.8887708081404904);1.121198954;16.981491291722385
2.5;4.0;10.0;128.0;100.0;0.0;Dict("m" => 0.04654858926237072);Dict("m" => 0.8256952514628518);0.07190752;0.0
2.5;4.0;10.0;128.0;100.0;0.05;Dict("m" => 0.0001315230413894143);Dict("m" => 0.9272987471567448);2.521789813;0.7309040122693433
2.5;4.0;10.0;128.0;100.0;0.1;Dict("m" => 4.492874408260847e-5);Dict("m" => 0.7865785066288625);1.678448853;1.7159797148549538
2.5;4.0;10.0;128.0;100.0;0.15;Dict("m" => 2.397441542895337e-5);Dict("m" => 0.7137175525100479);1.379614864;2.8886444947615884
2.5;4.0;10.0;128.0;100.0;0.2;Dict("m" => 1.604170435402588e-5);Dict("m" => 0.730314516058851);0.999722644;4.227848927584528
2.5;4.0;10.0;128.0;100.0;0.25;Dict("m" => 1.4354840896071894e-5);Dict("m" => 0.9647369120682079);0.985712583;5.741546512644915
2.5;4.0;10.0;128.0;100.0;0.3;Dict("m" => 7.031251410619727e-6);Dict("m" => 0.6991366872582152);1.188030584;7.461752053661911
2.5;4.0;10.0;128.0;100.0;0.35;Dict("m" => 6.046946945479582e-6);Dict("m" => 0.9246941549655333);0.950158018;9.330382436359578
2.5;4.0;10.0;128.0;100.0;0.4;Dict("m" => 2.3216907168236052e-6);Dict("m" => 0.6028694906596164);1.112361271;11.347082672697638
2.5;4.0;10.0;128.0;100.0;0.45;Dict("m" => 1.63840355521137e-6);Dict("m" => 0.9497996699160918);1.091504137;13.586608016382044
3.0;3.3333333333333335;10.0;128.0;100.0;0.0;Dict("m" => 0.06321095047162911);Dict("m" => 0.84789841884092);0.065425582;0.0
3.0;3.3333333333333335;10.0;128.0;100.0;0.05;Dict("m" => 0.0002153186411089498);Dict("m" => 0.9059639757618952);3.138520384;0.6086993840938411
3.0;3.3333333333333335;10.0;128.0;100.0;0.1;Dict("m" => 7.39277441372244e-5);Dict("m" => 0.9553255818341831);1.398450599;1.4288776789557733
3.0;3.3333333333333335;10.0;128.0;100.0;0.15;Dict("m" => 3.148676642331633e-5);Dict("m" => 0.7286502611294791);1.441669051;2.407497303219765
3.0;3.3333333333333335;10.0;128.0;100.0;0.2;Dict("m" => 2.0686512593407046e-5);Dict("m" => 0.7503296610372029);1.202310666;3.5230695950602833
3.0;3.3333333333333335;10.0;128.0;100.0;0.25;Dict("m" => 1.0825691331700358e-5);Dict("m" => 0.5882515691551355);1.045337636;4.784409451194435
3.0;3.3333333333333335;10.0;128.0;100.0;0.3;Dict("m" => 8.33667370523576e-6);Dict("m" => 0.6768861582679997);1.512398018;6.218788188412747
3.0;3.3333333333333335;10.0;128.0;100.0;0.35;Dict("m" => 5.445687142978771e-6);Dict("m" => 0.6848815311519628);1.220912069;7.774326743324199
3.0;3.3333333333333335;10.0;128.0;100.0;0.4;Dict("m" => 2.93801253469653e-6);Dict("m" => 0.6308594201781452);1.075024948;9.457129606632034
3.0;3.3333333333333335;10.0;128.0;100.0;0.45;Dict("m" => 1.1042996132257564e-6);Dict("m" => 0.5316368670857505);1.139653069;11.323070458656751
3.5;2.857142857142857;10.0;128.0;100.0;0.0;Dict("m" => 0.07921072881346694);Dict("m" => 0.8941007779057764);0.055173775;0.0
3.5;2.857142857142857;10.0;128.0;100.0;0.05;Dict("m" => 0.00045376857866259946);Dict("m" => 0.9877679767823554);4.608159819;0.5213784877379259
3.5;2.857142857142857;10.0;128.0;100.0;0.1;Dict("m" => 8.482586305502525e-5);Dict("m" => 0.8183577420080599);2.032684164;1.2239758287171227
3.5;2.857142857142857;10.0;128.0;100.0;0.15;Dict("m" => 3.94222604327457e-5);Dict("m" => 0.7256379140147953);1.580406498;2.0636793998405745
3.5;2.857142857142857;10.0;128.0;100.0;0.2;Dict("m" => 2.539010296944476e-5);Dict("m" => 0.7530965462766636);1.266053445;3.019768857491732
3.5;2.857142857142857;10.0;128.0;100.0;0.25;Dict("m" => 2.0669400614389374e-5);Dict("m" => 0.9331631945793337);1.163526417;4.100942912068716
3.5;2.857142857142857;10.0;128.0;100.0;0.3;Dict("m" => 9.463265192522178e-6);Dict("m" => 0.6450722545649312);1.261831451;5.330761504112608
3.5;2.857142857142857;10.0;128.0;100.0;0.35;Dict("m" => 6.182890875320429e-6);Dict("m" => 0.6576780175319272);0.969144504;6.662791427447706
3.5;2.857142857142857;10.0;128.0;100.0;0.4;Dict("m" => 3.12441975142992e-6);Dict("m" => 0.5705797347902016);1.143765051;8.107063875102535
3.5;2.857142857142857;10.0;128.0;100.0;0.45;Dict("m" => 1.3505429999912016e-6);Dict("m" => 0.5553702644760522);0.761932364;9.706020755126422
4.0;2.5;10.0;128.0;100.0;0.0;Dict("m" => 0.09411927330036911);Dict("m" => 0.8069635667441732);0.050498472;0.0
4.0;2.5;10.0;128.0;100.0;0.05;Dict("m" => 0.001741781879122213);Dict("m" => 1.105078471484043);7.79602466;0.45617679865657185
4.0;2.5;10.0;128.0;100.0;0.1;Dict("m" => 0.00011492677349253679);Dict("m" => 0.8264698860657563);2.090360253;1.070414549655398
4.0;2.5;10.0;128.0;100.0;0.15;Dict("m" => 5.161531601847704e-5);Dict("m" => 0.7667855932442694);1.656855528;1.8057118176391835
4.0;2.5;10.0;128.0;100.0;0.2;Dict("m" => 2.7770458393277092e-5);Dict("m" => 0.6860191344626901);1.312627747;2.64236710531147
4.0;2.5;10.0;128.0;100.0;0.25;Dict("m" => 1.672797449880635e-5);Dict("m" => 0.6399038242495584);1.210469677;3.5884767661651993
4.0;2.5;10.0;128.0;100.0;0.3;Dict("m" => 1.4046665516759446e-5);Dict("m" => 0.8202550296973864);1.106017881;4.664600070729971
4.0;2.5;10.0;128.0;100.0;0.35;Dict("m" => 9.572768565791913e-6);Dict("m" => 0.8790118376958811);1.29435369;5.829098568136802
4.0;2.5;10.0;128.0;100.0;0.4;Dict("m" => 5.1307448954786e-6);Dict("m" => 0.8134360447666059);1.011611656;7.094402919891394
4.0;2.5;10.0;128.0;100.0;0.45;Dict("m" => 1.5835886878273275e-6);Dict("m" => 0.5678216949582953);1.075090181;8.49305831115128
4.5;2.2222222222222223;10.0;128.0;100.0;0.0;Dict("m" => 0.10781859530816565);Dict("m" => 0.903421190196485);0.041575931;0.0
4.5;2.2222222222222223;10.0;128.0;100.0;0.05;Dict("m" => 0.031700341448945756);Dict("m" => 0.9814769121190697);6.370037442;0.5144018074959756
4.5;2.2222222222222223;10.0;128.0;100.0;0.1;Dict("m" => 0.0001850391701748328);Dict("m" => 0.9771630080242357);2.859237335;0.9510544970851429
4.5;2.2222222222222223;10.0;128.0;100.0;0.15;Dict("m" => 8.04417063422242e-5);Dict("m" => 0.9728493099934677);1.277691721;1.6050000241245275
4.5;2.2222222222222223;10.0;128.0;100.0;0.2;Dict("m" => 3.852870403935487e-5);Dict("m" => 0.8032114927753262);1.567586957;2.348881700635424
4.5;2.2222222222222223;10.0;128.0;100.0;0.25;Dict("m" => 2.6128622557932873e-5);Dict("m" => 0.8594181343072194);1.048394828;3.189981634463008
4.5;2.2222222222222223;10.0;128.0;100.0;0.3;Dict("m" => 1.9033599472413803e-5);Dict("m" => 0.966818612298982);1.009483949;4.14637677734931
4.5;2.2222222222222223;10.0;128.0;100.0;0.35;Dict("m" => 7.207959887461441e-6);Dict("m" => 0.5803149598474738);1.237971399;5.180655334336649
4.5;2.2222222222222223;10.0;128.0;100.0;0.4;Dict("m" => 7.005040605244341e-6);Dict("m" => 0.9794039719662452);1.11670142;6.306681381870746
4.5;2.2222222222222223;10.0;128.0;100.0;0.45;Dict("m" => 1.8058569094884161e-6);Dict("m" => 0.5735644200689474);1.107018776;7.549520459759602
5.0;2.0;10.0;128.0;100.0;0.0;Dict("m" => 0.12025005746752829);Dict("m" => 0.8829883190455967);0.047983715;0.0
5.0;2.0;10.0;128.0;100.0;0.05;Dict("m" => 0.05607176444467125);Dict("m" => 0.9709163726260434);3.292318339;0.6689303241311104
5.0;2.0;10.0;128.0;100.0;0.1;Dict("m" => 0.0002612184688722528);Dict("m" => 0.980214777151283);3.246610339;0.8556164630620824
5.0;2.0;10.0;128.0;100.0;0.15;Dict("m" => 9.144822992519071e-5);Dict("m" => 0.9038992141404659);1.939066747;1.4443855050851884
5.0;2.0;10.0;128.0;100.0;0.2;Dict("m" => 5.59509494773982e-5);Dict("m" => 0.9938117497057402);1.495248112;2.1141262461085297
5.0;2.0;10.0;128.0;100.0;0.25;Dict("m" => 2.8409211818721405e-5);Dict("m" => 0.8125732305443985);1.294383767;2.8712447074157303
5.0;2.0;10.0;128.0;100.0;0.3;Dict("m" => 1.4583969597887194e-5);Dict("m" => 0.6521314334741672);1.236238835;3.7317316096021322
5.0;2.0;10.0;128.0;100.0;0.35;Dict("m" => 1.1473594019549593e-5);Dict("m" => 0.8198931810970285);1.139084483;4.661908769486571
5.0;2.0;10.0;128.0;100.0;0.4;Dict("m" => 5.61148385526837e-6);Dict("m" => 0.7004941726830564);1.581338816;5.676428984463523
5.0;2.0;10.0;128.0;100.0;0.45;Dict("m" => 3.2047357635294314e-6);Dict("m" => 0.9128718977647977);1.125410405;6.794607038524813
5.5;1.8181818181818181;10.0;128.0;100.0;0.0;Dict("m" => 0.13147817399721864);Dict("m" => 0.886608668302924);0.045690483;0.0
5.5;1.8181818181818181;10.0;128.0;100.0;0.05;Dict("m" => 0.07373060116661587);Dict("m" => 0.8774517784765345);3.022363304;0.8090726283686657
5.5;1.8181818181818181;10.0;128.0;100.0;0.1;Dict("m" => 0.0003977073606735048);Dict("m" => 0.9950535162933009);4.375098308;0.7775692422935128
5.5;1.8181818181818181;10.0;128.0;100.0;0.15;Dict("m" => 0.00011880772658386336);Dict("m" => 0.9595416257712281);2.052687536;1.312948002088416
5.5;1.8181818181818181;10.0;128.0;100.0;0.2;Dict("m" => 4.6861211014897156e-5);Dict("m" => 0.7140792928828805);1.684750891;1.922074462271274
5.5;1.8181818181818181;10.0;128.0;100.0;0.25;Dict("m" => 3.4340107633007175e-5);Dict("m" => 0.861694713755085);1.320847259;2.6104981028885295
5.5;1.8181818181818181;10.0;128.0;100.0;0.3;Dict("m" => 1.9130417033369316e-5);Dict("m" => 0.7602674628814325);1.187977829;3.3924314728454164
5.5;1.8181818181818181;10.0;128.0;100.0;0.35;Dict("m" => 1.1116985437463318e-5);Dict("m" => 0.712083225442505);1.127319004;4.237506084933102
5.5;1.8181818181818181;10.0;128.0;100.0;0.4;Dict("m" => 6.775715913907543e-6);Dict("m" => 0.7627713307821625);0.949264939;5.16071184821808
5.5;1.8181818181818181;10.0;128.0;100.0;0.45;Dict("m" => 2.7327343303895372e-6);Dict("m" => 0.7051686006581794);1.01714026;6.176895628924461
6.0;1.6666666666666667;10.0;128.0;100.0;0.0;Dict("m" => 0.1415797343128672);Dict("m" => 0.847939098725381);0.041055609;0.0
6.0;1.6666666666666667;10.0;128.0;100.0;0.05;Dict("m" => 0.0882530624936774);Dict("m" => 0.8408688916640428);2.320028853;0.9350646345163464
6.0;1.6666666666666667;10.0;128.0;100.0;0.1;Dict("m" => 0.0006821999233850298);Dict("m" => 0.9959753552474205);5.813149173;0.7125738107672286
6.0;1.6666666666666667;10.0;128.0;100.0;0.15;Dict("m" => 0.0001321860309201631);Dict("m" => 0.8684441969827131);2.034958688;1.2034033411981793
6.0;1.6666666666666667;10.0;128.0;100.0;0.2;Dict("m" => 7.560581411332013e-5);Dict("m" => 0.9930682417367778);1.646627597;1.7620452788243073
6.0;1.6666666666666667;10.0;128.0;100.0;0.25;Dict("m" => 3.059280532245563e-5);Dict("m" => 0.6781920502934582);1.361584418;2.3932324278537536
6.0;1.6666666666666667;10.0;128.0;100.0;0.3;Dict("m" => 2.171566407161902e-5);Dict("m" => 0.7729905489076049);1.220424002;3.1096503260903527
6.0;1.6666666666666667;10.0;128.0;100.0;0.35;Dict("m" => 1.3392826128882772e-5);Dict("m" => 0.7752080152803411);0.894699358;3.883876097031896
6.0;1.6666666666666667;10.0;128.0;100.0;0.4;Dict("m" => 8.724530208326601e-6);Dict("m" => 0.8930365422138109);0.981036245;4.730906154903153
6.0;1.6666666666666667;10.0;128.0;100.0;0.45;Dict("m" => 3.6921387436921507e-6);Dict("m" => 0.8702619581988056);1.475087863;5.662100955586148
6.5;1.5384615384615385;10.0;128.0;100.0;0.0;Dict("m" => 0.1506654455017196);Dict("m" => 0.9415908660201366);0.04364568;0.0
6.5;1.5384615384615385;10.0;128.0;100.0;0.05;Dict("m" => 0.10066537274224403);Dict("m" => 0.8110135844073552);0.638961058;1.0477615541219916
6.5;1.5384615384615385;10.0;128.0;100.0;0.1;Dict("m" => 0.003080830999171291);Dict("m" => 1.7401990027026033);7.940110372;0.6582918533139575
6.5;1.5384615384615385;10.0;128.0;100.0;0.15;Dict("m" => 0.00016609354900158242);Dict("m" => 0.8794762100634479);1.698031921;1.11070796392046
6.5;1.5384615384615385;10.0;128.0;100.0;0.2;Dict("m" => 8.59080512149185e-5);Dict("m" => 0.9754887593539001);1.813610763;1.6266434193519101
6.5;1.5384615384615385;10.0;128.0;100.0;0.25;Dict("m" => 3.6605795931460605e-5);Dict("m" => 0.7209026383586166);1.174033164;2.209405438813201
6.5;1.5384615384615385;10.0;128.0;100.0;0.3;Dict("m" => 2.7077689095852884e-5);Dict("m" => 0.8688800853290903);1.338514263;2.8703522659663117
6.5;1.5384615384615385;10.0;128.0;100.0;0.35;Dict("m" => 1.2631425331416368e-5);Dict("m" => 0.6651763819647475);1.282662288;3.584696161159929
6.5;1.5384615384615385;10.0;128.0;100.0;0.4;Dict("m" => 1.0619433072308052e-5);Dict("m" => 0.9952084187246772);1.093024042;4.367193684222783
6.5;1.5384615384615385;10.0;128.0;100.0;0.45;Dict("m" => 3.875703334413937e-6);Dict("m" => 0.8402716871325051);1.070473791;5.226483667931788
7.0;1.4285714285714286;10.0;128.0;100.0;0.0;Dict("m" => 0.15881711446013508);Dict("m" => 0.9441289370737405);0.040984131;0.0
7.0;1.4285714285714286;10.0;128.0;100.0;0.05;Dict("m" => 0.11147813085673793);Dict("m" => 0.8473105021407357);1.97810438;1.1485063198670857
7.0;1.4285714285714286;10.0;128.0;100.0;0.1;Dict("m" => 0.02546361877295917);Dict("m" => 1.1867061395558556);7.822821952;0.6615122676058142
7.0;1.4285714285714286;10.0;128.0;100.0;0.15;Dict("m" => 0.00022591152687873883);Dict("m" => 0.9493634475543667);2.944566732;1.031257224962635
7.0;1.4285714285714286;10.0;128.0;100.0;0.2;Dict("m" => 9.554401933168863e-5);Dict("m" => 0.9391495718433126);1.310433931;1.5105885574024143
7.0;1.4285714285714286;10.0;128.0;100.0;0.25;Dict("m" => 4.029108544850123e-5);Dict("m" => 0.7080155388984256);1.575334957;2.0518455421159114
7.0;1.4285714285714286;10.0;128.0;100.0;0.3;Dict("m" => 2.2277558066745034e-5);Dict("m" => 0.6478738615349366);1.440420516;2.665223900524328
7.0;1.4285714285714286;10.0;128.0;100.0;0.35;Dict("m" => 1.9098773185780767e-5);Dict("m" => 0.920264794104349);1.009252971;3.328303436707187
7.0;1.4285714285714286;10.0;128.0;100.0;0.4;Dict("m" => 1.1156024095498101e-5);Dict("m" => 0.9628434965187304);1.118171051;4.055416943203835
7.0;1.4285714285714286;10.0;128.0;100.0;0.45;Dict("m" => 3.4852714514063757e-6);Dict("m" => 0.6991570595389811);0.502257337;4.8530846335962
7.5;1.3333333333333333;10.0;128.0;100.0;0.0;Dict("m" => 0.16603054876592313);Dict("m" => 0.7710938941549172);0.022599921;0.0
7.5;1.3333333333333333;10.0;128.0;100.0;0.05;Dict("m" => 0.1209969197602904);Dict("m" => 0.95363917190186);2.105944281;1.2385808200997925
7.5;1.3333333333333333;10.0;128.0;100.0;0.1;Dict("m" => 0.05102566020751602);Dict("m" => 0.9656643630696904);4.319654209;0.7652205749665063
7.5;1.3333333333333333;10.0;128.0;100.0;0.15;Dict("m" => 0.0002993835018294927);Dict("m" => 0.9745986936670242);3.876087153;0.962405839916614
7.5;1.3333333333333333;10.0;128.0;100.0;0.2;Dict("m" => 0.00010460450887543065);Dict("m" => 0.88990757129004);2.036309564;1.4100089498332107
7.5;1.3333333333333333;10.0;128.0;100.0;0.25;Dict("m" => 6.0270209851277635e-5);Dict("m" => 0.9483010901280773);1.487208757;1.915295407596627
7.5;1.3333333333333333;10.0;128.0;100.0;0.3;Dict("m" => 2.6345894399591244e-5);Dict("m" => 0.6975406697676179);1.411552435;2.4874346976721675
7.5;1.3333333333333333;10.0;128.0;100.0;0.35;Dict("m" => 2.2182817374469346e-5);Dict("m" => 0.9828168334676068);1.238107626;3.106141497040999
7.5;1.3333333333333333;10.0;128.0;100.0;0.4;Dict("m" => 1.1483501421974562e-5);Dict("m" => 0.9173724801239266);1.073923382;3.785192582390721
7.5;1.3333333333333333;10.0;128.0;100.0;0.45;Dict("m" => 2.917959301281928e-6);Dict("m" => 0.5443798289690346);1.159847016;4.529465299600178
8.0;1.25;10.0;128.0;100.0;0.0;Dict("m" => 0.17270820765999698);Dict("m" => 0.7738648825911243);0.029884869;0.0
8.0;1.25;10.0;128.0;100.0;0.05;Dict("m" => 0.12923792647007204);Dict("m" => 0.8794278581278347);1.786133114;1.3153119066725005
8.0;1.25;10.0;128.0;100.0;0.1;Dict("m" => 0.06762728728362731);Dict("m" => 0.9076527350372621);3.481720706;0.8623976443061666
8.0;1.25;10.0;128.0;100.0;0.15;Dict("m" => 0.0003803674835867542);Dict("m" => 0.9230382543635935);4.436086078;0.9021687082486597
8.0;1.25;10.0;128.0;100.0;0.2;Dict("m" => 0.00011562709299066744);Dict("m" => 0.8499134685089794);2.219850755;1.3220014168872307
8.0;1.25;10.0;128.0;100.0;0.25;Dict("m" => 6.656794593175658e-5);Dict("m" => 0.9403115276518188);1.366257726;1.79581229012431
8.0;1.25;10.0;128.0;100.0;0.3;Dict("m" => 4.114021269882267e-5);Dict("m" => 0.9954411314254608);1.322709743;2.331860920551268
8.0;1.25;10.0;128.0;100.0;0.35;Dict("m" => 2.1048995820908728e-5);Dict("m" => 0.8611357230660708);1.274792314;2.911790654388831
